LAMMPS Description

     19202  atoms
     0  bonds
     0  angles
     0  dihedrals
     0  impropers

     3  atom types

  0.0 28.78125      xlo xhi
  -11.5125 40.29370 ylo yhi
  0.0 8.05875      zlo zhi

Masses

    1 1
    2 4.94149
    3 4.94149

Atoms # atomic

1	1	0	1.2699	0
2	1	0	2.041703	0.77181
3	1	0.77181	1.2699	0.77181
4	1	0.77181	2.041703	0
5	1	1.54361	1.2699	0
6	1	1.54361	2.041703	0.77181
7	1	2.31542	1.2699	0.77181
8	1	2.31542	2.041703	0
9	1	3.08722	1.2699	0
10	1	3.08722	2.041703	0.77181
11	1	3.85903	1.2699	0.77181
12	1	3.85903	2.041703	0
13	1	4.63083	1.2699	0
14	1	4.63083	2.041703	0.77181
15	1	5.40264	1.2699	0.77181
16	1	5.40264	2.041703	0
17	1	6.17444	1.2699	0
18	1	6.17444	2.041703	0.77181
19	1	6.94625	1.2699	0.77181
20	1	6.94625	2.041703	0
21	1	7.71805	1.2699	0
22	1	7.71805	2.041703	0.77181
23	1	8.48986	1.2699	0.77181
24	1	8.48986	2.041703	0
25	1	9.26166	1.2699	0
26	1	9.26166	2.041703	0.77181
27	1	10.03347	1.2699	0.77181
28	1	10.03347	2.041703	0
29	1	10.80527	1.2699	0
30	1	10.80527	2.041703	0.77181
31	1	11.57708	1.2699	0.77181
32	1	11.57708	2.041703	0
33	1	12.34888	1.2699	0
34	1	12.34888	2.041703	0.77181
35	1	13.12069	1.2699	0.77181
36	1	13.12069	2.041703	0
37	1	13.89249	1.2699	0
38	1	13.89249	2.041703	0.77181
39	1	14.6643	1.2699	0.77181
40	1	14.6643	2.041703	0
41	1	15.4361	1.2699	0
42	1	15.4361	2.041703	0.77181
43	1	16.20791	1.2699	0.77181
44	1	16.20791	2.041703	0
45	1	16.97971	1.2699	0
46	1	16.97971	2.041703	0.77181
47	1	17.75152	1.2699	0.77181
48	1	17.75152	2.041703	0
49	1	18.52332	1.2699	0
50	1	18.52332	2.041703	0.77181
51	1	19.29513	1.2699	0.77181
52	1	19.29513	2.041703	0
53	1	20.06693	1.2699	0
54	1	20.06693	2.041703	0.77181
55	1	20.83874	1.2699	0.77181
56	1	20.83874	2.041703	0
57	1	21.61054	1.2699	0
58	1	21.61054	2.041703	0.77181
59	1	22.38235	1.2699	0.77181
