LAMMPS Description

     5112  atoms
     0  bonds
     0  angles
     0  dihedrals
     0  impropers

     4  atom types

  0.0 7.2 xlo xhi
  -32.5 30.5 ylo yhi
  0.0 7.2 zlo zhi

Masses

    1 1.0
    2 1.0
    3 1.0
	4 1.0

Atoms

1 4 0.0 0.0 0.0
2 1 0.0 -0.6 0.6
3 1 0.6 0.0 0.6
4 1 0.6 -0.6 0.0
5 1 1.2 0.0 0.0
6 1 1.2 -0.6 0.6
7 1 1.8 0.0 0.6
8 1 1.8 -0.6 0.0
9 1 2.4 0.0 0.0
10 1 2.4 -0.6 0.6
11 1 3.0 0.0 0.6
12 1 3.0 -0.6 0.0
13 1 3.6 0.0 0.0
14 1 3.6 -0.6 0.6
15 1 4.2 0.0 0.6
16 1 4.2 -0.6 0.0
17 1 4.8 0.0 0.0
18 1 4.8 -0.6 0.6
19 1 5.4 0.0 0.6
20 1 5.4 -0.6 0.0
21 1 6.0 0.0 0.0
22 1 6.0 -0.6 0.6
23 1 6.6 0.0 0.6
24 1 6.6 -0.6 0.0
25 1 0.0 -1.2 0.0
26 1 0.0 -1.8 0.6
27 1 0.6 -1.2 0.6
28 1 0.6 -1.8 0.0
29 1 1.2 -1.2 0.0
30 1 1.2 -1.8 0.6
31 1 1.8 -1.2 0.6
32 1 1.8 -1.8 0.0
33 1 2.4 -1.2 0.0
34 1 2.4 -1.8 0.6
35 1 3.0 -1.2 0.6
36 1 3.0 -1.8 0.0
37 1 3.6 -1.2 0.0
38 1 3.6 -1.8 0.6
39 1 4.2 -1.2 0.6
40 1 4.2 -1.8 0.0
41 1 4.8 -1.2 0.0
42 1 4.8 -1.8 0.6
43 1 5.4 -1.2 0.6
44 1 5.4 -1.8 0.0
45 1 6.0 -1.2 0.0
46 1 6.0 -1.8 0.6
47 1 6.6 -1.2 0.6
48 1 6.6 -1.8 0.0
49 1 0.0 -2.4 0.0
50 1 0.0 -3.0 0.6
51 1 0.6 -2.4 0.6
52 1 0.6 -3.0 0.0
53 1 1.2 -2.4 0.0
54 1 1.2 -3.0 0.6
55 1 1.8 -2.4 0.6
56 1 1.8 -3.0 0.0
57 1 2.4 -2.4 0.0
58 1 2.4 -3.0 0.6
59 1 3.0 -2.4 0.6
60 1 3.0 -3.0 0.0
61 1 3.6 -2.4 0.0
62 1 3.6 -3.0 0.6
63 1 4.2 -2.4 0.6
64 1 4.2 -3.0 0.0
65 1 4.8 -2.4 0.0
66 1 4.8 -3.0 0.6
67 1 5.4 -2.4 0.6
68 1 5.4 -3.0 0.0
69 1 6.0 -2.4 0.0
70 1 6.0 -3.0 0.6
71 1 6.6 -2.4 0.6
72 1 6.6 -3.0 0.0
73 1 0.0 -3.6 0.0
74 1 0.0 -4.2 0.6
75 1 0.6 -3.6 0.6
76 1 0.6 -4.2 0.0
77 1 1.2 -3.6 0.0
78 1 1.2 -4.2 0.6
79 1 1.8 -3.6 0.6
80 1 1.8 -4.2 0.0
81 1 2.4 -3.6 0.0
82 1 2.4 -4.2 0.6
83 1 3.0 -3.6 0.6
84 1 3.0 -4.2 0.0
85 1 3.6 -3.6 0.0
86 1 3.6 -4.2 0.6
87 1 4.2 -3.6 0.6
88 1 4.2 -4.2 0.0
89 1 4.8 -3.6 0.0
90 1 4.8 -4.2 0.6
91 1 5.4 -3.6 0.6
92 1 5.4 -4.2 0.0
93 1 6.0 -3.6 0.0
94 1 6.0 -4.2 0.6
95 1 6.6 -3.6 0.6
96 1 6.6 -4.2 0.0
97 1 0.0 -4.8 0.0
98 1 0.0 -5.4 0.6
99 1 0.6 -4.8 0.6
100 1 0.6 -5.4 0.0
101 1 1.2 -4.8 0.0
102 1 1.2 -5.4 0.6
103 1 1.8 -4.8 0.6
104 1 1.8 -5.4 0.0
105 1 2.4 -4.8 0.0
106 1 2.4 -5.4 0.6
107 1 3.0 -4.8 0.6
108 1 3.0 -5.4 0.0
109 1 3.6 -4.8 0.0
110 1 3.6 -5.4 0.6
111 1 4.2 -4.8 0.6
112 1 4.2 -5.4 0.0
113 1 4.8 -4.8 0.0
114 1 4.8 -5.4 0.6
115 1 5.4 -4.8 0.6
116 1 5.4 -5.4 0.0
117 1 6.0 -4.8 0.0
118 1 6.0 -5.4 0.6
119 1 6.6 -4.8 0.6
120 1 6.6 -5.4 0.0
121 1 0.0 -6.0 0.0
122 1 0.0 -6.6 0.6
123 1 0.6 -6.0 0.6
124 1 0.6 -6.6 0.0
125 1 1.2 -6.0 0.0
126 1 1.2 -6.6 0.6
127 1 1.8 -6.0 0.6
128 1 1.8 -6.6 0.0
129 1 2.4 -6.0 0.0
130 1 2.4 -6.6 0.6
131 1 3.0 -6.0 0.6
132 1 3.0 -6.6 0.0
133 1 3.6 -6.0 0.0
134 1 3.6 -6.6 0.6
135 1 4.2 -6.0 0.6
136 1 4.2 -6.6 0.0
137 1 4.8 -6.0 0.0
138 1 4.8 -6.6 0.6
139 1 5.4 -6.0 0.6
140 1 5.4 -6.6 0.0
141 1 6.0 -6.0 0.0
142 1 6.0 -6.6 0.6
143 1 6.6 -6.0 0.6
144 1 6.6 -6.6 0.0
145 1 0.0 -7.2 0.0
146 1 0.0 -7.8 0.6
147 1 0.6 -7.2 0.6
148 1 0.6 -7.8 0.0
149 1 1.2 -7.2 0.0
150 1 1.2 -7.8 0.6
151 1 1.8 -7.2 0.6
152 1 1.8 -7.8 0.0
153 1 2.4 -7.2 0.0
154 1 2.4 -7.8 0.6
155 1 3.0 -7.2 0.6
156 1 3.0 -7.8 0.0
157 1 3.6 -7.2 0.0
158 1 3.6 -7.8 0.6
159 1 4.2 -7.2 0.6
160 1 4.2 -7.8 0.0
161 1 4.8 -7.2 0.0
162 1 4.8 -7.8 0.6
163 1 5.4 -7.2 0.6
164 1 5.4 -7.8 0.0
165 1 6.0 -7.2 0.0
166 1 6.0 -7.8 0.6
167 1 6.6 -7.2 0.6
168 1 6.6 -7.8 0.0
169 1 0.0 -8.4 0.0
170 1 0.0 -9.0 0.6
171 1 0.6 -8.4 0.6
172 1 0.6 -9.0 0.0
173 1 1.2 -8.4 0.0
174 1 1.2 -9.0 0.6
175 1 1.8 -8.4 0.6
176 1 1.8 -9.0 0.0
177 1 2.4 -8.4 0.0
178 1 2.4 -9.0 0.6
179 1 3.0 -8.4 0.6
180 1 3.0 -9.0 0.0
181 1 3.6 -8.4 0.0
182 1 3.6 -9.0 0.6
183 1 4.2 -8.4 0.6
184 1 4.2 -9.0 0.0
185 1 4.8 -8.4 0.0
186 1 4.8 -9.0 0.6
187 1 5.4 -8.4 0.6
188 1 5.4 -9.0 0.0
189 1 6.0 -8.4 0.0
190 1 6.0 -9.0 0.6
191 1 6.6 -8.4 0.6
192 1 6.6 -9.0 0.0
193 1 0.0 -9.6 0.0
194 1 0.0 -10.2 0.6
195 1 0.6 -9.6 0.6
196 1 0.6 -10.2 0.0
197 1 1.2 -9.6 0.0
198 1 1.2 -10.2 0.6
199 1 1.8 -9.6 0.6
200 1 1.8 -10.2 0.0
201 1 2.4 -9.6 0.0
202 1 2.4 -10.2 0.6
203 1 3.0 -9.6 0.6
204 1 3.0 -10.2 0.0
205 1 3.6 -9.6 0.0
206 1 3.6 -10.2 0.6
207 1 4.2 -9.6 0.6
208 1 4.2 -10.2 0.0
209 1 4.8 -9.6 0.0
210 1 4.8 -10.2 0.6
211 1 5.4 -9.6 0.6
212 1 5.4 -10.2 0.0
213 1 6.0 -9.6 0.0
214 1 6.0 -10.2 0.6
215 1 6.6 -9.6 0.6
216 1 6.6 -10.2 0.0
217 1 0.0 -10.8 0.0
218 1 0.0 -11.4 0.6
219 1 0.6 -10.8 0.6
220 1 0.6 -11.4 0.0
221 1 1.2 -10.8 0.0
222 1 1.2 -11.4 0.6
223 1 1.8 -10.8 0.6
224 1 1.8 -11.4 0.0
225 1 2.4 -10.8 0.0
226 1 2.4 -11.4 0.6
227 1 3.0 -10.8 0.6
228 1 3.0 -11.4 0.0
229 1 3.6 -10.8 0.0
230 1 3.6 -11.4 0.6
231 1 4.2 -10.8 0.6
232 1 4.2 -11.4 0.0
233 1 4.8 -10.8 0.0
234 1 4.8 -11.4 0.6
235 1 5.4 -10.8 0.6
236 1 5.4 -11.4 0.0
237 1 6.0 -10.8 0.0
238 1 6.0 -11.4 0.6
239 1 6.6 -10.8 0.6
240 1 6.6 -11.4 0.0
241 1 0.0 -12.0 0.0
242 1 0.0 -12.6 0.6
243 1 0.6 -12.0 0.6
244 1 0.6 -12.6 0.0
245 1 1.2 -12.0 0.0
246 1 1.2 -12.6 0.6
247 1 1.8 -12.0 0.6
248 1 1.8 -12.6 0.0
249 1 2.4 -12.0 0.0
250 1 2.4 -12.6 0.6
251 1 3.0 -12.0 0.6
252 1 3.0 -12.6 0.0
253 1 3.6 -12.0 0.0
254 1 3.6 -12.6 0.6
255 1 4.2 -12.0 0.6
256 1 4.2 -12.6 0.0
257 1 4.8 -12.0 0.0
258 1 4.8 -12.6 0.6
259 1 5.4 -12.0 0.6
260 1 5.4 -12.6 0.0
261 1 6.0 -12.0 0.0
262 1 6.0 -12.6 0.6
263 1 6.6 -12.0 0.6
